553,cart_road,2,PNP,,,,,,,
1680,after_vitamin,2,?,,,,,,,
1764,b_m,5,?,,,,,,,
1778,babies_softly_slumber,3,?,,,,,,,
1780,baby_animal_kisses,3,?,,,,,,,
1816,banana_pusses,3,?,,,,,,,
1819,bark_in,3,?,,,,,,,
1837,bear_snores_on,2,?,,,,,,,
1839,beat_on_mom_time,2,?,,,,,,,
1881,binya_binya,2,?,,,,,,,
1886,bla_blame_bla_blame,2,?,,,,,,,
1892,blue_a,10,?,,,,,,,
1909,bong_kick,3,?,,,,,,,
1929,booms_ee_daisy,7,?,,,,,,,
1950,bright_eyes,2,?,,,,,,,
1992,ca_jo,2,?,,,,,,,
2008,car_car,3,?,,,,,,,
2015,cat_snake,6,?,,,,,,,
2030,charmingz_chatty,6,?,,,,,,,
2055,chick_duck,4,?,,,,,,,
2101,climb_over_mommy,2,?,,,,,,,
2114,color_forms,2,?,,,,,,,
2115,como_zoo,2,?,,,,,,,
2134,crack_a,4,?,,,,,,,
2135,crack_a_doo,3,?,,,,,,,
2197,dingle_hopper,2,?,,,,,,,
2286,dudley_do_right,2,?,,,,,,,
2309,dwww_kwww,3,?,,,,,,,
2315,eat_it,8,PNP,,,,,,,
2346,est_ce,3,?,,,,,,,
2359,family_name,26,PNP,,,,,,,
2365,father_name,4,?,,,,,,,
2374,feed_animal,3,?,,,,,,,
2375,feet_man,4,?,,,,,,,
2382,fifty_fifty,2,?,,,,,,,
2386,find_it,6,?,,,,,,,
2395,fix_it,2,?,,,,,,,
2407,foot_book,11,?,,,,,,,
2408,foot_bop,4,?,,,,,,,
2409,foot_bup,3,?,,,,,,,
2417,friar_tuck,4,?,,,,,,,
2426,fuzzy_tail,4,?,,,,,,,
2429,g_e,2,?,,,,,,,
2432,gallop_a_trot,5,?,,,,,,,
2450,go_ghetti_go,2,?,,,,,,,
2451,go_go_my_walking_pup,2,?,,,,,,,
2459,gog_lippin,4,?,,,,,,,
2469,good_chitis,2,?,,,,,,,
2475,good_zo,8,?,,,,,,,
2483,grace_grace,2,?,,,,,,,
2484,gracious_mercy,3,?,,,,,,,
2523,he_had_a_pig_ig,2,?,,,,,,,
2524,he_sang_as_he_sat_and_waited_by_his_billabong_you'll_come_waltzing_matilda_with_me,2,?,,,,,,,
2534,hee_no_honny_hee_no,2,?,,,,,,,
2539,hey_diddle_diddle,10,?,,,,,,,
2541,hi_cs,2,?,,,,,,,
2542,hi_ho_the_dairy_o,2,?,,,,,,,
2543,hi_ho_the_derry_oh,2,?,,,,,,,
2547,hickety_pickety_pop,2,?,,,,,,,
2550,higgledy_piggledy,2,?,,,,,,,
2552,high_ho_the_dairio_a_hunting_we_will_go,3,?,,,,,,,
2576,hop_a_ball,2,?,,,,,,,
2584,how_to_eat_fried_worms,2,?,,,,,,,
2593,humm_hamster,2,?,,,,,,,
2594,hup_a_dup,2,?,,,,,,,
2596,hup_a_dup_bup,3,?,,,,,,,
2598,hush_a_bye,4,?,,,,,,,
2599,hush_hush,3,?,,,,,,,
2649,jig_a_jug_a_ling,2,?,,,,,,,
2650,jiggety_jig,3,?,,,,,,,
2651,jiggety_jog,2,?,,,,,,,
2654,jo_jo,11,?,,,,,,,
2660,johnny_jump_up,7,?,,,,,,,
2672,joy_joy,2,?,,,,,,,
2678,just_a_little_nippy,4,?,,,,,,,
2682,jwww_o,2,PNP,,,,,,,
2686,k_nex,2,?,,,,,,,
2691,kanga_a,4,?,,,,,,,
2699,keecha_la_la,5,?,,,,,,,
2704,kev_kev,4,?,,,,,,,
2705,kick_kock,3,?,,,,,,,
2736,l_p,2,?,,,,,,,
2766,lee_na_levey,2,?,,,,,,,
2768,lee_na_levey_lee_no,2,?,,,,,,,
2772,leo_the_lop,2,?,,,,,,,
2793,little_rope,2,?,,,,,,,
2801,long_arms,5,?,,,,,,,
2803,long_necks,3,?,,,,,,,
2820,lwww_fwww,2,PNP,,,,,,,
2824,m_o_y,3,?,,,,,,,
2840,magna_doodle,10,?,,,,,,,
2841,magyar_ora,3,?,,,,,,,
2854,man_peng,13,?,,,,,,,
2855,many_faces,4,?,,,,,,,
2860,mark_mark,2,?,,,,,,,
2880,mee_ei_kei,6,?,,,,,,,
2906,mirror_mommy,2,?,,,,,,,
3004,mon_chi_chi,8,?,,,,,,,
3020,motorcycle_chicken,13,?,,,,,,,
3059,my_name_is_tigger,3,PNP,,,,,,,
3067,naima_a,9,?,,,,,,,
3088,nick_nack_paddy_whack,2,?,,,,,,,
3089,nigh_nigh,23,?,,,,,,,
3090,night_room,6,?,,,,,,,
3095,nip_nap,2,?,,,,,,,
3098,no_more_tangles,2,?,,,,,,,
3132,on_the_farm,40,?,,,,,,,
3133,on_the_farm_touch_and_feel,3,?,,,,,,,
3165,pack_and_play,4,?,,,,,,,
3179,pat_pats,6,?,,,,,,,
3188,person_mail,2,?,,,,,,,
3195,picture_lado,2,?,,,,,,,
3208,pledge_allegiance,3,?,,,,,,,
3210,plum_plum,2,?,,,,,,,
3212,pokey_dokey,2,?,,,,,,,
3213,pokey_little_puppy,2,?,,,,,,,
3214,pokey_wokey,5,?,,,,,,,
3218,polly_wally_doodle_all_day,12,?,,,,,,,
3235,porky's_hiccups,2,?,,,,,,,
3239,pow_powed,2,?,,,,,,,
3240,pow_wow,2,?,,,,,,,
3241,powells_run,2,?,,,,,,,
3267,put_me_in_the_zoo,40,?,,,,,,,
3268,put_put,4,?,,,,,,,
3276,r_b_ten_eleven,3,?,,,,,,,
3278,r_d_two,2,PNP,r_two_d_two,,,,,,
3279,r_i_s_d_museum,5,PNP,,,,,,,
3290,rainbow_bright,6,?,,,,,,,
3291,rainbow_brite,9,PNP,,,,,,,
3297,rebel_assault,2,?,,,,,,,
3324,rod_n_gun,2,?,,,,,,,
3326,roley_poley,3,?,,,,,,,
3328,room_room,2,?,,,,,,,
3329,rose_for_pinkerton,2,?,,,,,,,
3346,rumble_been,3,?,,,,,,,
3351,s_o_m,16,?,,,,,,,
3354,s_train,4,?,,,,,,,
3355,sa_sa_sa,4,?,,,,,,,
3362,sam_i_am,11,?,,,,,,,
3375,sarasponda_sarasponda_sarasponda,3,?,,,,,,,
3376,sarasponda_sarasponda_sarasponda_ret_set_set,3,?,,,,,,,
3382,sch_well,2,?,,,,,,,
3391,seraspond_serasponda_serasponda,2,?,,,,,,,
3393,seven_forty_seven,3,?,,,,,,,
3394,seven_full_feet_firta,2,?,,,,,,,
3405,shi_shi,5,?,,,,,,,
3408,show_baby_shapes,4,?,,,,,,,
3431,snake_cat,2,?,,,,,,,
3450,speak_and_spell,2,PNP,,,,,,,
3472,sugar_button,4,?,,,,,,,
3482,super_o,3,?,,,,,,,
3490,susie_cue,4,?,,,,,,,
3583,there_was_an_old_lady_who_swallowed_a_fly,2,LYRIC,,,,,,,
3590,thunder_laying_wood,3,?,,,,,,,
3599,tickle_baby,9,?,,,,,,,
3628,too_man,17,?,,,,,,,
3637,toppy_turvy,2,?,,,,,,,
3648,train_tray_ching,2,?,,,,,,,
3650,trap_jaw,8,?,,,,,,,
3658,tuba_ruba,5,?,,,,,,,
3711,uppy_lappy,6,?,,,,,,,
3726,violin_lin_linl_lin,7,?,,,,,,,
3740,wam_man,2,?,,,,,,,
3751,well_my_fairy_faye,2,PNP,,,,,,,
3755,what_do_you_say_dear,2,PNP,,,,,,,
